time,fcs_amplitude_proxy
10.0,0.02825789744082538
20.0,0.031035305396003354
30.0,0.03149355623323251
40.0,0.03161930776285281
50.0,0.03165669141517294
60.0,0.03166885098232578
70.0,0.03167315895135026
80.0,0.03167479422683603
90.0,0.031675446076250426
100.0,0.031675714051967556
110.0,0.031675826300807744
120.0,0.031675873799581845
130.0,0.03167589401895326
140.0,0.031675902658632474
150.0,0.031675906359476036
160.0,0.03167590793577555
170.0,0.03167590861527218
180.0,0.031675908912334745
190.0,0.031675909035206465
200.0,0.03167590908676857
210.0,0.031675909113207175
220.0,0.03167590912716522
