model,model_file,config_file,output_dir,initial_species,observed_species,initial_conc,n_reactions,n_species,n_parameters,species,parameters,mass_balance_warnings
linear_combo,/home/benshin/mODEler/fcs_ode/linear_combo.txt,/home/benshin/mODEler/fcs_ode/configs_P1_100uM_10_to_220_runner/linear_combo_global_multistart.json,/home/benshin/mODEler/fcs_ode/fits_P1_100uM_10_to_220_runner/linear_combo,P1,P1,100.0,36,12,72,P1;P2;P3;P4;P5;P6;P7;P8;P9;P10;P11;P12,k1f;k1r;k2f;k2r;k3f;k3r;k4f;k4r;k5f;k5r;k6f;k6r;k7f;k7r;k8f;k8r;k9f;k9r;k10f;k10r;k11f;k11r;k12f;k12r;k13f;k13r;k14f;k14r;k15f;k15r;k16f;k16r;k17f;k17r;k18f;k18r;k19f;k19r;k20f;k20r;k21f;k21r;k22f;k22r;k23f;k23r;k24f;k24r;k25f;k25r;k26f;k26r;k27f;k27r;k28f;k28r;k29f;k29r;k30f;k30r;k31f;k31r;k32f;k32r;k33f;k33r;k34f;k34r;k35f;k35r;k36f;k36r,
