time,A,B
0.0,1.0,0.0
1.0,0.6065183238991246,0.3934816761008751
2.0,0.3678647771079488,0.6321352228920509
3.0,0.2231166222184764,0.7768833777815233
4.0,0.1353245799857134,0.8646754200142863
5.0,0.08207686877286133,0.9179231312271385
