rss,mse,rmse,n_observations,n_nonlinear_parameters,n_linear_parameters,n_total_parameters,degrees_of_freedom,aic,bic
1.3681358783372398e-07,5.067169919767555e-09,6.16472013949187e-05,36.0,1.0,8.0,9.0,27.0,-679.9739561595608,-665.7222857134558
