rss,mse,rmse,n_observations,n_nonlinear_parameters,n_linear_parameters,n_total_parameters,degrees_of_freedom,aic,bic
1.364701918346792e-07,5.248853532103046e-09,6.156978692568639e-05,36.0,2.0,8.0,10.0,26.0,-678.064428140642,-662.2292387560809
