rank,model,success,rss,rmse,aic,bic,n_residuals,n_parameters,cost,nfev,message,delta_aic,delta_bic
1,first_order_loss,True,3706.607805672651,4.843505246603697,504.53382386257664,513.7216089616576,158.0,3.0,1853.3039028363255,29,`ftol` termination condition is satisfied.,0.0,0.0
2,reversible_conversion,True,3706.6078056570122,4.843505246593479,506.53382386191,518.7842039940178,158.0,4.0,1853.3039028285057,32,`ftol` termination condition is satisfied.,1.9999999993333404,5.062595032360264
3,irreversible_dimer,True,9773.135068618692,7.864813109313031,657.7180125532865,666.9057976523674,158.0,3.0,4886.567534309349,24,`ftol` termination condition is satisfied.,153.18418869070985,153.1841886907098
4,reversible_dimer,True,9773.135069896907,7.864813109827344,659.7180125739511,671.968392706059,158.0,4.0,4886.567534948453,21,`ftol` termination condition is satisfied.,155.18418871137447,158.24678374440145
