time,A,B
0.0,1.0,0.0
1.0,0.6702802231821685,0.3297197768178315
2.0,0.4492758987056286,0.5507241012943712
3.0,0.3011411446752613,0.6988588553247387
4.0,0.20184879334709785,0.7981512066529022
5.0,0.1352954262826615,0.8647045737173384
6.0,0.09068588370527765,0.9093141162947223
7.0,0.06078500755622841,0.9392149924437715
8.0,0.04074301915026798,0.9592569808497319
