data_column,signal_column,scale,offset,rss
G_tau_1p000000e-03_ms,G_tau_1p000000e-03_ms,-0.004773349420929703,1.0348780650892544,0.00031297464512671316
G_tau_1p050000e-03_ms,G_tau_1p050000e-03_ms,-0.006489198369830903,1.0357223339296728,0.0003206177590982437
G_tau_1p100000e-03_ms,G_tau_1p100000e-03_ms,-0.0039530655365400385,1.0342090746407442,0.00034065764770813427
G_tau_1p150000e-03_ms,G_tau_1p150000e-03_ms,-0.00559628557676332,1.0351446851398636,0.00026602670116244233
G_tau_1p200000e-03_ms,G_tau_1p200000e-03_ms,-0.004624723338312711,1.0344040902183191,0.0003388356200230182
G_tau_1p250001e-03_ms,G_tau_1p250001e-03_ms,-0.008511350959985509,1.0360146052207062,0.00030738532592387044
G_tau_1p300001e-03_ms,G_tau_1p300001e-03_ms,-0.0051155390307043224,1.035012345864693,0.0003345093923636701
G_tau_1p350001e-03_ms,G_tau_1p350001e-03_ms,-0.0045479196998369845,1.034092417318369,0.00033321050667505674
G_tau_1p400001e-03_ms,G_tau_1p400001e-03_ms,-0.007828535820064285,1.0359540344087508,0.0003041635067814295
G_tau_1p450001e-03_ms,G_tau_1p450001e-03_ms,-0.006120097823054427,1.0347159593117743,0.000282779214926035
G_tau_1p500001e-03_ms,G_tau_1p500001e-03_ms,-0.005995417835057019,1.0350474506209613,0.00034028135226231177
G_tau_1p550001e-03_ms,G_tau_1p550001e-03_ms,-0.008409768575611138,1.035971645867085,0.000321741413779394
G_tau_1p600001e-03_ms,G_tau_1p600001e-03_ms,-0.0063171707181894346,1.0347801329182968,0.0003340233065471524
G_tau_1p700001e-03_ms,G_tau_1p700001e-03_ms,-0.007094913291643725,1.034961466768628,0.0003038997430008091
G_tau_1p800001e-03_ms,G_tau_1p800001e-03_ms,-0.006677759442830021,1.0349419885807831,0.0002749321143102325
G_tau_1p900001e-03_ms,G_tau_1p900001e-03_ms,-0.005764304716803873,1.0341703855357853,0.0003127904647302239
G_tau_2p000001e-03_ms,G_tau_2p000001e-03_ms,-0.005327442378348069,1.0339566145584242,0.00027161844473775113
G_tau_2p100001e-03_ms,G_tau_2p100001e-03_ms,-0.006098741880520572,1.034222555080976,0.00032938502565756176
G_tau_2p200001e-03_ms,G_tau_2p200001e-03_ms,-0.006553889071215772,1.0344101555684084,0.00029105504489407064
G_tau_2p300001e-03_ms,G_tau_2p300001e-03_ms,-0.005525169501838901,1.0340086128612376,0.00029622891684752157
G_tau_2p400001e-03_ms,G_tau_2p400001e-03_ms,-0.005730918483686163,1.0337387504864286,0.00027196927384058606
G_tau_2p500001e-03_ms,G_tau_2p500001e-03_ms,-0.005009295199391682,1.0338094707522936,0.00030517585382905973
G_tau_2p600001e-03_ms,G_tau_2p600001e-03_ms,-0.005706119283108543,1.034155570359682,0.000316995539034061
G_tau_2p700001e-03_ms,G_tau_2p700001e-03_ms,-0.006819985936904615,1.0342119947533186,0.00030598191612654196
G_tau_2p800001e-03_ms,G_tau_2p800001e-03_ms,-0.005721723625348502,1.0339643510857537,0.0002980734382067758
G_tau_2p900001e-03_ms,G_tau_2p900001e-03_ms,-0.0066560179852358054,1.0341205602233101,0.00028098584170487505
G_tau_3p000001e-03_ms,G_tau_3p000001e-03_ms,-0.004185613229869011,1.0332989705502842,0.00027166320763420237
G_tau_3p100002e-03_ms,G_tau_3p100002e-03_ms,-0.006905931291124726,1.034010275336271,0.0003386058569537438
G_tau_3p200002e-03_ms,G_tau_3p200002e-03_ms,-0.005299041631906998,1.0335157610628007,0.0003110195648319336
G_tau_3p400002e-03_ms,G_tau_3p400002e-03_ms,-0.005226666792148292,1.0334097162397962,0.0002632828736334468
G_tau_3p600001e-03_ms,G_tau_3p600001e-03_ms,-0.0055013340427941156,1.0336919134892446,0.0003173397535901645
G_tau_3p800001e-03_ms,G_tau_3p800001e-03_ms,-0.00538154441472896,1.0334791069042666,0.00029645997483245966
G_tau_4p000001e-03_ms,G_tau_4p000001e-03_ms,-0.005169608919073329,1.0330019176315985,0.0002687457841475174
G_tau_4p200002e-03_ms,G_tau_4p200002e-03_ms,-0.005500847081450456,1.0332688985654874,0.0002663442431783154
G_tau_4p400002e-03_ms,G_tau_4p400002e-03_ms,-0.0052838552602149395,1.0329579478794904,0.0002923629953219941
G_tau_4p600002e-03_ms,G_tau_4p600002e-03_ms,-0.006505661401573316,1.0333646033249095,0.0002881540961405673
G_tau_4p800002e-03_ms,G_tau_4p800002e-03_ms,-0.0051584254351346665,1.0329290121449808,0.0002874912790534074
G_tau_5p000002e-03_ms,G_tau_5p000002e-03_ms,-0.006103778430865333,1.0334204912458456,0.0002801663894065534
G_tau_5p200002e-03_ms,G_tau_5p200002e-03_ms,-0.005503633065759775,1.0330477804950673,0.0002630762874867149
G_tau_5p400002e-03_ms,G_tau_5p400002e-03_ms,-0.005423526939387087,1.0328726547303728,0.0002768226184132503
G_tau_5p600003e-03_ms,G_tau_5p600003e-03_ms,-0.0067714182685667205,1.0330730710119629,0.00023609981604768847
G_tau_5p800003e-03_ms,G_tau_5p800003e-03_ms,-0.004958714286494706,1.0326836912183681,0.00028276140004984007
G_tau_6p000003e-03_ms,G_tau_6p000003e-03_ms,-0.006201406142198801,1.0328570374049333,0.00027512977118636654
G_tau_6p200003e-03_ms,G_tau_6p200003e-03_ms,-0.004998001196859521,1.0324685030448035,0.000252248815265632
G_tau_6p400003e-03_ms,G_tau_6p400003e-03_ms,-0.006444975573726544,1.032941712819755,0.0002769849171462384
G_tau_6p800003e-03_ms,G_tau_6p800003e-03_ms,-0.005936924876119046,1.0327626619149617,0.0002589738926226825
G_tau_7p200003e-03_ms,G_tau_7p200003e-03_ms,-0.004891892774797695,1.0322055172297206,0.0002604269880970147
G_tau_7p600003e-03_ms,G_tau_7p600003e-03_ms,-0.006266819638169679,1.0325687991510561,0.0002740839700532706
G_tau_8p000003e-03_ms,G_tau_8p000003e-03_ms,-0.005180917651427854,1.0320832769663972,0.00026625257844886923
G_tau_8p400003e-03_ms,G_tau_8p400003e-03_ms,-0.0058095180080893465,1.0323652924153648,0.00026417872304582125
G_tau_8p800003e-03_ms,G_tau_8p800003e-03_ms,-0.005308851982566112,1.0320664940447946,0.0002603648295810407
G_tau_9p200004e-03_ms,G_tau_9p200004e-03_ms,-0.0058547575840167555,1.0321577086877087,0.0002553989462322711
G_tau_9p600004e-03_ms,G_tau_9p600004e-03_ms,-0.005702094196929842,1.0320552456395176,0.00025504243535729966
G_tau_1p000000e-02_ms,G_tau_1p000000e-02_ms,-0.005627991866336614,1.0319507198647406,0.00024857933305697856
G_tau_1p040000e-02_ms,G_tau_1p040000e-02_ms,-0.005270752602959859,1.0318707202164743,0.00025550453566444654
G_tau_1p080000e-02_ms,G_tau_1p080000e-02_ms,-0.006351636785047999,1.0321103356622716,0.00025254124738840534
G_tau_1p120001e-02_ms,G_tau_1p120001e-02_ms,-0.005284082495902719,1.0315895063544378,0.0002596363346798987
G_tau_1p160001e-02_ms,G_tau_1p160001e-02_ms,-0.004456956320269923,1.0311873208267817,0.00022751456352159652
G_tau_1p200001e-02_ms,G_tau_1p200001e-02_ms,-0.00632037143821946,1.0320351630528604,0.0002530729646001888
G_tau_1p240001e-02_ms,G_tau_1p240001e-02_ms,-0.004982603806856552,1.031325591727247,0.00024675153625480306
G_tau_1p280001e-02_ms,G_tau_1p280001e-02_ms,-0.004883600170002744,1.0314383266111884,0.00025183255923359336
G_tau_1p360001e-02_ms,G_tau_1p360001e-02_ms,-0.005124544055955861,1.031256359247074,0.0002454113055051428
G_tau_1p440001e-02_ms,G_tau_1p440001e-02_ms,-0.005317831706275838,1.031354202931175,0.0002563418420737201
G_tau_1p520001e-02_ms,G_tau_1p520001e-02_ms,-0.004737546084463971,1.031085157201922,0.00024816832910597435
G_tau_1p600001e-02_ms,G_tau_1p600001e-02_ms,-0.005202303070642107,1.031087487185174,0.00024727371873715595
G_tau_1p680001e-02_ms,G_tau_1p680001e-02_ms,-0.004912712937511951,1.0309527527279398,0.0002373498887019238
G_tau_1p760001e-02_ms,G_tau_1p760001e-02_ms,-0.0054831519283231765,1.0309258934195829,0.0002512079836746128
G_tau_1p840001e-02_ms,G_tau_1p840001e-02_ms,-0.005533039463773056,1.0309661069946403,0.00024674715245082666
G_tau_1p920001e-02_ms,G_tau_1p920001e-02_ms,-0.005739143210255561,1.0308971668488125,0.00023390306809021477
G_tau_2p000001e-02_ms,G_tau_2p000001e-02_ms,-0.00465673125738739,1.0303599827298973,0.00022355728285790852
G_tau_2p080001e-02_ms,G_tau_2p080001e-02_ms,-0.005284056279244322,1.0306114515314215,0.0002386116548317714
G_tau_2p160001e-02_ms,G_tau_2p160001e-02_ms,-0.004860133106526436,1.0305247588846178,0.00023630615731945516
