time,A,B
0.0,1.0,0.0
1.0,0.6702801379646274,0.32971986203537246
2.0,0.44927578445408417,0.5507242155459154
3.0,0.30114102976923474,0.698858970230765
4.0,0.20184869065125266,0.798151309348747
5.0,0.13529534026733234,0.8647046597326674
6.0,0.09068581452068833,0.9093141854793116
7.0,0.06078495345311176,0.9392150465468881
8.0,0.04074297770655161,0.9592570222934483
