time,fcs_amplitude_proxy,fcs_auc_proxy,fcs_half_tau_proxy
10.0,0.005399425799772217,-7794841.030398345,7505.461866336729
20.0,0.001997664198184486,-474677.5789896044,-33495.03418156417
30.0,0.0012601712747919956,48500.78004639759,15439.611056047506
40.0,0.0005592300452897103,423158.36904050305,41208.46161955058
50.0,-0.0012928343956834717,522061.0100591881,-7381.830068280993
60.0,-0.0006402464791760917,871491.9867365975,41675.22388441044
70.0,-0.0009473115396303744,1054579.530820742,16386.119051375274
80.0,-0.0021217264335177677,1447757.075046507,-32044.616694980417
90.0,-0.0018900716286061117,1784022.0452016643,-31615.701521306924
100.0,-0.0021485861696577263,2388287.970158725,-31130.079477814987
110.0,-0.00263925172303571,2823382.649855493,-30596.50633746203
120.0,-0.0019953096422941213,3270346.01715501,44370.11576806624
130.0,-0.0033817982143623596,3412184.280455691,-29449.776358098046
140.0,-0.003994716693427321,4378245.486953055,-28878.979676783812
150.0,-0.003883104613304822,4872628.22508931,-2739.1672279125996
160.0,-0.0035907245594006543,4705891.485923682,23351.90513446228
170.0,-0.0027396968630587423,4443194.68144667,23782.688194411727
180.0,-0.00138630031543786,829070.254817564,-1451.5838283283592
190.0,0.0019691226561078107,1562889.3366699703,-1149.7871636440177
200.0,0.004366376230744422,702755.7613790808,-906.6301711372944
210.0,0.0060652540086366565,-13906344.115639118,-3114.612994791314
220.0,0.01103443505706584,-17364584.221828744,20234.719127443757
