time,fcs_amplitude_proxy,fcs_auc_proxy,fcs_half_tau_proxy
10.0,0.033786259439921196,-3482880.8208007812,54124.29871559143
20.0,0.033568847487231324,-2877627.755859375,54523.81962347031
30.0,0.03334889044276679,-2265289.4106445312,54928.017446517944
40.0,0.033128933686157325,-1652951.8671875,55332.21474123001
50.0,0.032908978043224124,-1040617.423828125,55736.40998888016
60.0,0.0326890224005183,-428282.98095703125,56140.605236530304
70.0,0.0324690667575851,184051.46240234375,56544.80048465729
80.0,0.03224911111487927,796385.9052734375,56948.995732307434
90.0,0.03202915547194607,1408720.3486328125,57353.19097995758
100.0,0.03180919982901287,2021054.7919921875,57757.386228084564
110.0,0.03158924418630704,2633389.2348632812,58161.58147573471
120.0,0.03136928854337384,3245723.6782226562,58565.77672338486
130.0,0.031149332900668014,3858058.12109375,58969.971971035004
140.0,0.030929379491681175,4470386.345214844,59374.16311407089
150.0,0.030709427874171524,5082709.582519531,59778.3509645462
160.0,0.030489476256661874,5695032.8193359375,60182.53881549835
170.0,0.030269524639152223,6307356.056640625,60586.72666597366
180.0,0.0300495730214152,6919679.2939453125,60990.91451692581
190.0,0.02982962140390555,7532002.53125,61395.10236787796
200.0,0.029609669786395898,8144325.768066406,61799.29021835327
210.0,0.029389718168886247,8756649.004882812,62203.47806930542
220.0,0.029169766551376597,9368972.2421875,62607.66592025757
