time,A,A2
128.0,0.3750180940014849,0.3124909529992575
129.0,0.3731958914259105,0.31340205428704476
130.0,0.3713913082599899,0.314304345870005
131.0,0.3696040942601799,0.31519795286991004
132.0,0.3678340049126452,0.31608299754367736
133.0,0.36608078445290543,0.3169596077735472
134.0,0.3643441898101347,0.3178279050949326
135.0,0.3626239897170908,0.3186880051414545
136.0,0.36091995634916635,0.31954002182541674
137.0,0.359231865324389,0.32038406733780544
138.0,0.35755949570342116,0.32122025214828936
139.0,0.35590262998956024,0.3220486850052198
140.0,0.35426105412873854,0.3228694729356307
141.0,0.35263455750952327,0.32368272124523834
142.0,0.35102293296311643,0.32448853351844176
143.0,0.349425976763355,0.3252870116183224
144.0,0.3478434886267109,0.3260782556866445
145.0,0.34627527171229083,0.3268623641438545
146.0,0.3447211326218365,0.32763943368908166
147.0,0.34318088139972447,0.3284095593001377
148.0,0.3416543315329661,0.3291728342335169
149.0,0.3401412999512079,0.329929350024396
150.0,0.33864160702673096,0.33067919648663446
151.0,0.3371550765744515,0.33142246171277423
152.0,0.3356815358519205,0.3321592320740397
153.0,0.334220815559324,0.3328895922203379
154.0,0.33277274983948274,0.33361362508025855
155.0,0.33133717627785253,0.3343314118610737
156.0,0.3299139359025239,0.335043032048738
157.0,0.32850287318422244,0.3357485634078887
