time,A,B
0.0,1.0,0.0
1.0,0.6065183236975963,0.3934816763024035
2.0,0.36786477686347535,0.6321352231365244
3.0,0.22311662199604687,0.7768833780039527
4.0,0.1353245798058461,0.8646754201941533
5.0,0.08207686863649528,0.9179231313635042
