time,fcs_amplitude_proxy
10.0,0.028245007827234585
20.0,0.030856274805717798
30.0,0.03144246727588869
40.0,0.031614853419534815
50.0,0.03166693736790668
60.0,0.031682795472327156
70.0,0.031687635148281025
80.0,0.03168911325373782
90.0,0.031689564786425255
100.0,0.03168970276995001
110.0,0.03168974495044403
120.0,0.031689757841624054
130.0,0.03168976177857051
140.0,0.0316897629822427
150.0,0.031689763350862786
160.0,0.03168976347284731
170.0,0.03168976350737895
180.0,0.03168976349473976
190.0,0.031689763475873586
200.0,0.03168976348765288
210.0,0.03168976351366897
220.0,0.03168976351708896
