time,A,B
0.0,1.0,0.0
1.0,0.6702803664038751,0.3297196335961246
2.0,0.449275769603822,0.550724230396178
3.0,0.3011407281437628,0.6988592718562371
4.0,0.20184871816444214,0.7981512818355578
5.0,0.13529523214342365,0.8647047678565764
6.0,0.09068573774856505,0.9093142622514349
7.0,0.06078486949589841,0.9392151305041017
8.0,0.04074290457031518,0.959257095429685
