rss,mse,rmse,n_observations,n_nonlinear_parameters,n_linear_parameters,n_total_parameters,degrees_of_freedom,aic,bic
1.368074818536967e-07,5.066943772359137e-09,6.164582572461296e-05,36.0,1.0,8.0,9.0,27.0,-679.9755628726788,-665.7238924265738
