time,A,B
0.0,1.0,0.0
1.0,0.6702803681208532,0.3297196318791468
2.0,0.44927577190644574,0.5507242280935544
3.0,0.3011407304575989,0.6988592695424013
4.0,0.2018487202326762,0.798151279767324
5.0,0.13529523387547296,0.8647047661245272
6.0,0.09068573914174208,0.9093142608582581
7.0,0.06078487058536208,0.939215129414638
8.0,0.04074290540485953,0.9592570945951406
