bootstrap_index,k1f
0,0.4000300903093399
1,0.40001808426418123
2,0.4000987437448808
3,0.400048811996683
4,0.40002578358606533
5,0.4000822879573623
6,0.40007733664618045
7,0.40002314187827365
8,0.40010358499136095
9,0.4000851157553727
10,0.40001568985669517
11,0.40005338066673224
12,0.4000437789023106
13,0.40005719180171445
14,0.4000502924813351
15,0.40002795661722196
16,0.40008366830134245
17,0.40007187297327584
18,0.4000625921743876
19,0.40006642448936974
