rank,model,success,rss,rmse,aic,bic,n_residuals,n_parameters,cost,nfev,message,delta_aic,delta_bic
1,start_1,True,0.0002400823129507367,0.005478164758278277,-81.31176211580025,-81.23232057412041,8.0,1.0,0.00012004115647536835,7,`gtol` termination condition is satisfied.,0.0,0.0
2,start_3,True,0.0002400823129507386,0.0054781647582782984,-81.31176211580018,-81.23232057412034,8.0,1.0,0.0001200411564753693,6,`ftol` termination condition is satisfied.,7.105427357601002e-14,7.105427357601002e-14
3,start_0,True,0.00024008231295073913,0.0054781647582783045,-81.31176211580016,-81.23232057412032,8.0,1.0,0.00012004115647536957,7,`gtol` termination condition is satisfied.,8.526512829121202e-14,8.526512829121202e-14
4,start_2,True,0.00024008231295074076,0.005478164758278323,-81.31176211580011,-81.23232057412027,8.0,1.0,0.00012004115647537038,9,`ftol` termination condition is satisfied.,1.4210854715202004e-13,1.4210854715202004e-13
5,start_4,True,0.00024008231295074195,0.005478164758278337,-81.31176211580006,-81.23232057412022,8.0,1.0,0.00012004115647537095,9,`ftol` termination condition is satisfied.,1.8474111129762605e-13,1.8474111129762605e-13
6,start_5,True,0.00024008231295074352,0.005478164758278354,-81.31176211580002,-81.23232057412018,8.0,1.0,0.00012004115647537176,6,`ftol` termination condition is satisfied.,2.2737367544323206e-13,2.2737367544323206e-13
