data_column,signal_column,scale,offset,rss
fcs_amplitude_proxy,fcs_amplitude_proxy,0.021755818651138452,0.012004908943214375,0.00030170370577736267
fcs_auc_proxy,fcs_auc_proxy,-78639731.78541131,73332508.32783483,641863859463708.8
fcs_half_tau_proxy,fcs_half_tau_proxy,-81267.54830225154,131108.76192777304,14319647294.34831
