time,fcs_amplitude_proxy,fcs_auc_proxy,fcs_half_tau_proxy
10.0,0.03376072759435283,-5307223.4575764835,49841.2136255215
20.0,0.03282505667292218,-1925097.8993243128,53336.355914657936
30.0,0.03261929173349133,-1181329.075583145,54104.978434557066
40.0,0.03246194291731598,-612567.7295174897,54692.74544640258
50.0,0.03230557036262318,-47335.22979734838,55276.86569236622
60.0,0.03215107370836158,511116.54109199345,55853.97862541981
70.0,0.03199978869305564,1057959.352092728,56419.09467487443
80.0,0.031852314119363526,1591028.739472881,56969.977049519104
90.0,0.0317088568460165,2109576.980730906,57505.85304104049
100.0,0.03156943677957445,2613532.120563492,58026.64828968492
110.0,0.03143398705762998,3103135.843361795,58532.61255594216
120.0,0.031302402371654346,3578768.8028987944,59024.13921346933
130.0,0.031174562026322065,4040867.270876184,59501.679112374666
140.0,0.031050341102373626,4489882.787050754,59965.69888101722
150.0,0.030929615776330535,4926262.930311322,60416.66105453203
160.0,0.030812265659131588,5350442.8653205335,60855.01533899567
170.0,0.03069817486785304,5762841.468618363,61281.194608079924
180.0,0.030587232317659266,6163860.273321956,61695.61381248782
190.0,0.030479331757333465,6553883.340694457,62098.66984723089
200.0,0.03037437162903117,6933277.767087258,62490.74207551133
210.0,0.030272254861682744,7302394.430718452,62872.193100454664
220.0,0.03017288864591937,7661568.805237085,63243.36960586003
