time,fcs_amplitude_proxy,fcs_auc_proxy,fcs_half_tau_proxy
10.0,0.005314452594353227,-6604249.417007079,9840.913625521498
20.0,0.0026769116729223816,-2681057.109368814,-35463.84408534206
30.0,0.001763021733491233,-1531227.9783705643,14104.678434557063
40.0,0.0009415329173158779,-734570.8093647632,40292.44544640258
50.0,-0.0010212196373766205,-252623.31097200606,-7923.334307633777
60.0,-0.0004670812916383188,431746.00873422064,41453.67862541981
70.0,-0.0008576713069447586,891452.0730925163,16418.79467487443
80.0,-0.0020991008806361747,1496828.308712588,-31830.222950480893
90.0,-0.0019174206539836966,1978836.436922602,-31294.346958959504
100.0,-0.002209513220425549,2664963.8630593056,-30773.551710315078
110.0,-0.0027193354423699218,3125890.4262869493,-30267.587444057834
120.0,-0.0020834601283452533,3555902.4505094117,44623.83921346933
130.0,-0.0034713754736775335,3655707.136721571,-29298.52088762533
140.0,-0.004084108897626476,4574658.011368751,-28834.50111898278
150.0,-0.003975569223669567,5036225.962700602,-2783.538945467968
160.0,-0.0036935093408685116,4866838.204194902,23254.81533899567
170.0,-0.002862682632146861,4642111.387838716,23680.994608079927
180.0,-0.0015405176823408348,1111121.8173823878,-1504.5861875121773
190.0,0.0017727817573333637,1972647.924662523,-1101.5301527691045
200.0,0.00411807162903147,1280561.245094168,-709.45792448867
210.0,0.005756704861683143,-13126406.64104062,-2728.106899545339
220.0,0.010659088645919468,-16355355.991157528,20842.96960586003
